zone_id,zone_name,region,timestamp,delay_risk_score,depletion_risk_score,risk_level,taxi_count,depletion_rate_1h,supply_vs_yesterday,explanation_tag,demand_pressure_score,demand_pressure_level,baseline_supply,imbalance_score,imbalance_level,policy_action,policy_reason,predicted_shortage,severity_bucket,persistence_count,neighbor_surplus,recommended_action,action_reason,estimated_action_cost,estimated_shortage_reduction,budget_remaining,constraints_triggered
14,Geylang,East,2026-04-22 08:00:00+08:00,0.8639,0.8639,high,15,0.05882353,1.1538461,low supply + peak hour,0.365,low,12.0,0.1431,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.4666,moderate,1,1.898,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
14,Geylang,East,2026-04-22 12:00:00+08:00,0.4591,0.4591,medium,18,-0.35714287,1.2,low supply,0.0446,low,14.0,0.0172,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.1808,low,0,1.898,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
14,Geylang,East,2026-04-22 21:00:00+08:00,0.6053,0.6053,medium,12,0.0,0.9230769,low supply,0.1286,low,12.0,0.0566,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2697,moderate,1,1.898,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
14,Geylang,East,2026-04-23 15:00:00+08:00,0.5957,0.5957,medium,16,-1.8333334,0.84210527,low supply,0.1286,low,18.0,0.0827,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2886,moderate,1,1.898,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
14,Geylang,East,2026-04-23 16:00:00+08:00,0.673,0.673,medium,14,0.11764706,1.75,low supply,0.2273,low,7.0,0.0727,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.3378,moderate,2,1.898,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
14,Geylang,East,2026-04-24 20:00:00+08:00,0.4725,0.4725,medium,13,0.0,1.8571428,low supply + peak hour,0.2273,low,6.0,0.0706,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2677,moderate,1,1.898,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
14,Geylang,East,2026-04-25 08:00:00+08:00,0.5515,0.5515,medium,11,0.0,1.0,low supply + peak hour,0.385,low,10.0,0.161,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.3663,moderate,1,1.898,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
14,Geylang,East,2026-04-26 14:00:00+08:00,0.5698,0.5698,medium,17,-0.05882353,2.125,low supply,0.0824,low,7.0,0.0246,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2365,low,0,1.898,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
14,Geylang,East,2026-04-27 10:00:00+08:00,0.8941,0.8941,high,17,-0.6363636,1.7,low supply,0.2038,low,9.0,0.0667,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.4046,moderate,1,1.898,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
14,Geylang,East,2026-04-30 14:00:00+08:00,0.4192,0.4192,medium,12,0.13333334,1.0,low supply,0.0624,low,11.0,0.0262,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.1748,low,0,1.898,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
14,Geylang,East,2026-05-01 04:00:00+08:00,0.5816,0.5816,medium,12,0.1875,0.9230769,low supply + public holiday,0.0446,low,12.0,0.0196,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2236,low,0,1.898,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
14,Geylang,East,2026-05-02 04:00:00+08:00,0.4026,0.4026,medium,11,0.0,1.5714285,low supply,0.0646,low,6.0,0.0214,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.17,low,0,1.898,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
14,Geylang,East,2026-05-02 08:00:00+08:00,0.4355,0.4355,medium,12,0.0,0.9230769,low supply + peak hour,0.385,low,12.0,0.1694,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.3257,moderate,1,1.898,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
14,Geylang,East,2026-05-11 11:00:00+08:00,0.5737,0.5737,medium,12,0.13333334,1.2,low supply + rain,0.1689,low,9.0,0.0642,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2768,moderate,1,1.898,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
15,Hougang,North-East,2026-04-16 10:00:00+08:00,0.9808,0.9808,high,30,-1.0666667,1.979835,normal conditions,0.2038,low,14.1528,0.0638,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.435,moderate,1,2.3611,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
15,Hougang,North-East,2026-04-17 16:00:00+08:00,0.9258,0.9258,high,24,-0.9230769,1.583868,normal conditions,0.2273,low,14.1528,0.0776,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.4263,moderate,1,2.3611,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
15,Hougang,North-East,2026-04-18 02:00:00+08:00,0.5406,0.5406,medium,24,-0.47058824,1.583868,normal conditions,0.0364,low,14.1528,0.0124,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2056,low,0,2.3611,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
15,Hougang,North-East,2026-04-18 15:00:00+08:00,0.8859,0.8859,high,21,-0.46666667,1.5,normal conditions,0.1486,low,13.0,0.0518,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.3769,moderate,1,2.3611,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
15,Hougang,North-East,2026-04-18 21:00:00+08:00,0.5491,0.5491,medium,18,-0.5833333,1.5,low supply,0.1486,low,11.0,0.0515,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2591,moderate,1,2.3611,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
15,Hougang,North-East,2026-04-18 23:00:00+08:00,0.4354,0.4354,medium,20,-0.5,1.4285715,normal conditions,0.0504,low,13.0,0.0179,low,no_action,Heuristic baseline policy recommends no action because depletion risk and imbalance remain low.,0.1751,low,0,2.3611,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
15,Hougang,North-East,2026-04-19 04:00:00+08:00,0.4315,0.4315,medium,17,0.0,1.0,low supply,0.0646,low,16.0,0.0275,low,no_action,Heuristic baseline policy recommends no action because depletion risk and imbalance remain low.,0.1801,low,0,2.3611,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
15,Hougang,North-East,2026-04-19 16:00:00+08:00,0.5005,0.5005,medium,22,-0.7692308,1.0476191,normal conditions,0.2473,low,20.0,0.1034,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2865,moderate,1,2.3611,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
15,Hougang,North-East,2026-04-21 05:00:00+08:00,0.9712,0.9712,high,31,-0.88235295,2.0666666,normal conditions,0.1023,low,14.0,0.0315,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.386,moderate,1,2.3611,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
15,Hougang,North-East,2026-04-22 03:00:00+08:00,0.9874,0.9874,high,24,-1.2727273,2.0,normal conditions,0.0224,low,11.0,0.0069,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.3557,moderate,1,2.3611,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
15,Hougang,North-East,2026-04-22 14:00:00+08:00,0.4378,0.4378,medium,14,0.0,1.1666666,low supply,0.0624,low,11.0,0.0242,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.1813,low,0,2.3611,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
15,Hougang,North-East,2026-04-22 20:00:00+08:00,0.4476,0.4476,medium,20,-0.61538464,1.25,peak hour,0.2273,low,15.0,0.0864,low,no_action,Heuristic baseline policy recommends no action because depletion risk and imbalance remain low.,0.2589,moderate,1,2.3611,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
15,Hougang,North-East,2026-04-22 22:00:00+08:00,0.8476,0.8476,high,25,-0.5294118,1.9230769,normal conditions,0.0624,low,12.0,0.0197,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.3247,moderate,1,2.3611,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
15,Hougang,North-East,2026-04-23 15:00:00+08:00,0.5371,0.5371,medium,13,-1.8,0.40625,low supply + below yesterday baseline,0.1286,low,31.0,0.2154,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.362,moderate,1,2.3611,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
15,Hougang,North-East,2026-04-23 16:00:00+08:00,0.7404,0.7404,high,15,-0.14285715,1.875,low supply,0.2273,low,7.0,0.0709,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.3614,moderate,2,2.3611,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
15,Hougang,North-East,2026-04-24 07:00:00+08:00,0.5282,0.5282,medium,21,-0.15789473,1.9090909,peak hour,0.3149,low,10.0,0.099,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.3266,moderate,1,2.3611,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
15,Hougang,North-East,2026-04-25 08:00:00+08:00,0.7329,0.7329,high,18,-0.11764706,1.3846154,low supply + peak hour,0.385,low,12.0,0.1386,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.4298,moderate,1,2.3611,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
15,Hougang,North-East,2026-04-26 03:00:00+08:00,0.577,0.577,medium,18,-0.055555556,1.5,low supply,0.0424,low,11.0,0.0147,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.221,low,0,2.3611,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
15,Hougang,North-East,2026-04-26 20:00:00+08:00,0.8575,0.8575,high,20,-0.75,1.3333334,peak hour,0.2473,low,14.0,0.091,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.4114,moderate,1,2.3611,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
15,Hougang,North-East,2026-04-27 15:00:00+08:00,0.5625,0.5625,medium,17,-1.0,1.0,low supply,0.1286,low,16.0,0.0548,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2547,moderate,1,2.3611,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
15,Hougang,North-East,2026-04-28 05:00:00+08:00,0.4004,0.4004,medium,20,-0.16666667,1.3333334,normal conditions,0.1023,low,14.0,0.0376,low,no_action,Heuristic baseline policy recommends no action because depletion risk and imbalance remain low.,0.1862,low,0,2.3611,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
15,Hougang,North-East,2026-04-28 06:00:00+08:00,0.5909,0.5909,medium,19,0.04761905,1.5833334,low supply,0.2038,low,11.0,0.0691,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2985,moderate,1,2.3611,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
15,Hougang,North-East,2026-04-30 23:00:00+08:00,0.5321,0.5321,medium,16,0.0,2.2857144,low supply,0.0304,low,6.0,0.0088,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.1999,low,0,2.3611,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
15,Hougang,North-East,2026-05-01 00:00:00+08:00,0.7446,0.7446,high,23,-0.4117647,1.9166666,public holiday,0.015,low,11.0,0.0047,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2674,moderate,1,2.3611,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
15,Hougang,North-East,2026-05-01 10:00:00+08:00,0.9041,0.9041,high,16,-2.0,1.1428572,low supply + public holiday,0.2038,low,13.0,0.0805,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.4081,moderate,2,2.3611,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
15,Hougang,North-East,2026-05-02 06:00:00+08:00,0.6215,0.6215,medium,20,-0.61538464,1.25,normal conditions,0.2238,low,15.0,0.085,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.3182,moderate,1,2.3611,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
15,Hougang,North-East,2026-05-02 12:00:00+08:00,0.8008,0.8008,high,10,-2.0,3.3333333,low supply,0.0646,low,2.0,0.016,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.3093,moderate,1,2.3611,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
15,Hougang,North-East,2026-05-02 14:00:00+08:00,0.4027,0.4027,medium,13,-0.5555556,1.0833334,low supply,0.0824,low,11.0,0.0332,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.178,low,0,2.3611,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
15,Hougang,North-East,2026-05-02 15:00:00+08:00,0.5263,0.5263,medium,13,0.0,1.1818181,low supply,0.1486,low,10.0,0.0572,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2511,moderate,1,2.3611,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
16,Jurong East,West,2026-04-16 10:00:00+08:00,0.9901,0.9901,high,32,-2.0,3.5104113,normal conditions,0.2038,low,8.1157,0.0532,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.4382,moderate,1,0.9714,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
16,Jurong East,West,2026-04-18 17:00:00+08:00,0.4004,0.4004,medium,8,0.1,0.8,critically low supply + peak hour,0.3439,low,9.0,0.1839,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.3171,moderate,1,0.9714,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
16,Jurong East,West,2026-04-20 04:00:00+08:00,0.5294,0.5294,medium,9,-0.11111111,1.8,critically low supply,0.0446,low,4.0,0.0137,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2054,low,0,0.9714,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
16,Jurong East,West,2026-04-20 09:00:00+08:00,0.8187,0.8187,high,12,-0.44444445,1.7142857,low supply + peak hour,0.3149,low,6.0,0.1008,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.4283,moderate,1,0.9714,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
16,Jurong East,West,2026-04-20 10:00:00+08:00,0.6586,0.6586,medium,11,0.07692308,1.375,low supply,0.2038,low,7.0,0.0719,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.3222,moderate,2,0.9714,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
16,Jurong East,West,2026-04-22 19:00:00+08:00,0.4737,0.4737,medium,8,0.0,0.61538464,critically low supply + below yesterday baseline + peak hour,0.3239,low,12.0,0.2481,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.3782,moderate,2,0.9714,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
16,Jurong East,West,2026-04-23 15:00:00+08:00,0.9151,0.9151,high,20,-1.1,2.857143,normal conditions,0.1286,low,6.0,0.035,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.3782,moderate,1,0.9714,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
16,Jurong East,West,2026-04-23 16:00:00+08:00,0.5016,0.5016,medium,14,0.2857143,1.75,low supply,0.2273,low,7.0,0.0727,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2778,moderate,2,0.9714,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
16,Jurong East,West,2026-04-24 01:00:00+08:00,0.4425,0.4425,medium,13,-0.75,1.625,low supply,0.0152,low,7.0,0.005,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.1617,low,0,0.9714,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
16,Jurong East,West,2026-04-24 07:00:00+08:00,0.7145,0.7145,high,11,0.14285715,1.8333334,low supply + peak hour,0.3149,low,5.0,0.0973,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.3918,moderate,1,0.9714,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
16,Jurong East,West,2026-04-28 09:00:00+08:00,0.9829,0.9829,high,22,-1.0909091,2.2,peak hour,0.3149,low,9.0,0.0939,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.4857,moderate,1,0.9714,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
16,Jurong East,West,2026-04-28 10:00:00+08:00,0.8414,0.8414,high,19,0.13043478,2.1111112,low supply,0.2038,low,8.0,0.0614,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.3862,moderate,2,0.9714,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
16,Jurong East,West,2026-04-29 17:00:00+08:00,0.5415,0.5415,medium,7,-1.6666666,1.0,critically low supply + peak hour,0.3239,low,6.0,0.1314,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.3353,moderate,1,0.9714,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
16,Jurong East,West,2026-04-29 19:00:00+08:00,0.5024,0.5024,medium,7,-0.6,0.7,critically low supply + below yesterday baseline + peak hour,0.3239,low,9.0,0.2092,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.366,moderate,3,0.9714,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
17,Jurong West,West,2026-04-16 10:00:00+08:00,0.6761,0.6761,medium,17,-0.2857143,1.6728929,low supply,0.2038,low,9.162,0.0671,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.3283,moderate,1,6.4,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
17,Jurong West,West,2026-04-17 09:00:00+08:00,0.9476,0.9476,high,14,0.16666667,1.3776765,low supply + peak hour,0.3149,low,9.162,0.1124,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.4734,moderate,2,6.4,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
17,Jurong West,West,2026-04-18 04:00:00+08:00,0.5898,0.5898,medium,12,0.071428575,1.1808656,low supply,0.0646,low,9.162,0.0248,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2355,low,0,6.4,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
17,Jurong West,West,2026-04-18 23:00:00+08:00,0.6282,0.6282,medium,13,-1.0,1.8571428,low supply,0.0504,low,6.0,0.0157,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2426,low,0,6.4,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
17,Jurong West,West,2026-04-19 04:00:00+08:00,0.401,0.401,medium,10,0.21428572,1.25,low supply,0.0646,low,7.0,0.0238,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.1694,low,0,6.4,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
17,Jurong West,West,2026-04-22 08:00:00+08:00,0.402,0.402,medium,10,0.0,0.6666667,low supply + below yesterday baseline + peak hour,0.365,low,14.0,0.2528,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.3621,moderate,1,6.4,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
17,Jurong West,West,2026-04-24 10:00:00+08:00,0.423,0.423,medium,9,0.33333334,1.0,rapid depletion + critically low supply,0.2038,low,8.0,0.0842,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2398,low,0,6.4,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
17,Jurong West,West,2026-04-27 06:00:00+08:00,0.9828,0.9828,high,23,-1.6666666,2.090909,normal conditions,0.2038,low,10.0,0.062,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.4357,moderate,1,6.4,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
17,Jurong West,West,2026-04-28 06:00:00+08:00,0.6172,0.6172,medium,13,0.0,1.0833334,low supply,0.2038,low,11.0,0.0821,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.3077,moderate,1,6.4,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
17,Jurong West,West,2026-04-28 08:00:00+08:00,0.4462,0.4462,medium,14,-0.25,1.4,low supply + peak hour,0.365,low,9.0,0.1293,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.3204,moderate,1,6.4,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
17,Jurong West,West,2026-04-28 09:00:00+08:00,0.9667,0.9667,high,22,-0.53333336,2.0,peak hour,0.3149,low,10.0,0.0973,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.4801,moderate,2,6.4,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
17,Jurong West,West,2026-04-29 08:00:00+08:00,0.5198,0.5198,medium,14,-0.36363637,1.2727273,low supply + peak hour,0.365,low,10.0,0.1356,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.3462,moderate,1,6.4,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
17,Jurong West,West,2026-04-30 14:00:00+08:00,0.5279,0.5279,medium,8,-2.0,0.5714286,critically low supply + below yesterday baseline,0.0624,low,13.0,0.1137,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2898,moderate,1,6.4,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
17,Jurong West,West,2026-04-30 20:00:00+08:00,0.733,0.733,high,12,-2.0,0.8,low supply + peak hour,0.2273,low,14.0,0.1377,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.3874,moderate,3,6.4,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
17,Jurong West,West,2026-05-01 04:00:00+08:00,0.6721,0.6721,medium,12,0.2777778,2.4,low supply + public holiday,0.0446,low,4.0,0.0125,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2553,moderate,1,6.4,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
17,Jurong West,West,2026-05-01 15:00:00+08:00,0.4027,0.4027,medium,8,-0.2857143,0.5714286,critically low supply + below yesterday baseline + public holiday,0.1286,low,13.0,0.1528,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2757,moderate,1,6.4,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
18,Kallang,Central,2026-04-16 10:00:00+08:00,0.9901,0.9901,high,54,-2.0,4.088328,normal conditions,0.2038,low,12.2083,0.0518,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.4382,moderate,1,9.6972,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
18,Kallang,Central,2026-04-18 09:00:00+08:00,0.4106,0.4106,medium,13,0.1764706,0.9842271,low supply + peak hour,0.3349,low,12.2083,0.1425,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2944,moderate,1,9.6972,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
18,Kallang,Central,2026-04-18 11:00:00+08:00,0.8134,0.8134,high,23,-0.71428573,1.7413249,normal conditions,0.1223,low,12.2083,0.04,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.3397,moderate,2,9.6972,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
18,Kallang,Central,2026-04-19 10:00:00+08:00,0.9842,0.9842,high,25,-1.6,2.0833333,normal conditions,0.2238,low,11.0,0.0684,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.4452,moderate,1,9.6972,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
18,Kallang,Central,2026-04-20 01:00:00+08:00,0.503,0.503,medium,18,-0.46153846,1.8,low supply,0.0152,low,9.0,0.0049,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.1829,low,0,9.6972,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
